name_common,player_ID,G_tot,WAA_tot,WAA_off_tot,WAA_def_tot,WAR_tot,G_best,WAA_best,WAA_off_best,WAA_def_best,WAR_best,WAA_p162,WAA_off_p162,WAA_def_p162,WAR_p162,WAA_med,WAA_off_med,WAA_def_med,WAR_med,WAA_t7,WAA_off_t7,WAA_def_t7,WAR_t7
Milt Scott,scottmi01,341,-1.6700000000000002,-3.4000000000000004,1.8499999999999999,2.18,137,0.27,0.03,0.9299999999999999,1.37,-0.7933724340175954,-1.6152492668621703,0.8788856304985336,1.0356598240469208,-1.6,-2.49,0.86,-0.42,-0.41750000000000004,-0.8500000000000001,0.46249999999999997,0.545
Milt Stock,stockmi01,1628,0.6399999999999999,5.04,1.8799999999999997,22.400000000000002,155,2.97,1.98,1.63,4.84,0.06368550368550367,0.5015233415233415,0.18707616707616703,2.228992628992629,0.2,0.74,-0.10500000000000001,2.195,1.0571428571428572,1.1814285714285715,0.4257142857142857,2.9457142857142857
Milt Thompson,thompmi02,1359,5.11,-0.8999999999999999,3.82,18.61,155,2.48,1.26,1.93,4.27,0.6091390728476821,-0.10728476821192051,0.455364238410596,2.21841059602649,0.34,0.43,0.39,1.83,1.1714285714285715,0.44285714285714284,0.6185714285714285,2.5314285714285716
Milton Bradley,bradlmi01,1042,2.99,4.01,-2.57,16.86,141,3.34,2.88,0.56,5.18,0.46485604606525915,0.6234357005758157,-0.3995585412667946,2.621228406909789,1.32,0.77,-0.5,3.13,1.187142857142857,1.1842857142857142,-0.10428571428571427,2.5685714285714285
Minnie Minoso,minosmi01,1835,27.16,24.37,-5.25,50.53,154,6.15,4.48,1.01,8.24,2.3977765667574933,2.151465940054496,-0.46348773841961854,4.4609591280653955,2.96,2.11,-0.22,4.94,3.7157142857142857,3.0757142857142856,-0.05714285714285715,5.7057142857142855
Mitch Haniger,hanigmi01,287,5.12,3.67,0.67,9.19,157,3.85,3.18,0.39,6.12,2.8900348432055747,2.0715679442508708,0.3781881533101045,5.187386759581881,3.85,3.18,0.2,6.12,1.7066666666666668,1.2233333333333334,0.22333333333333333,3.0633333333333335
Mitch Maier,maiermi01,359,-2.55,-2.42,-0.18999999999999995,1.4700000000000002,127,0.39,-0.13,0.44,0.81,-1.1506963788300835,-1.092033426183844,-0.08573816155988856,0.6633426183844012,-0.86,-0.84,0.01,0.55,-0.425,-0.4033333333333333,-0.03166666666666666,0.24500000000000002
Mitch Moreland,morelmi01,1046,-5.68,-7.48,-3.5500000000000003,7.61,149,0.44,0.24,0.2,2.25,-0.8796940726577437,-1.158470363288719,-0.5498087954110898,1.178604206500956,-0.8600000000000001,-1.1400000000000001,-0.46499999999999997,0.81,-0.43,-0.75,-0.2885714285714286,1.1171428571428572
Mitch Webster,webstmi01,1265,1.4900000000000002,-0.5600000000000002,-0.5500000000000002,14.360000000000001,156,1.8,1.2,1.91,4.03,0.1908142292490119,-0.07171541501976288,-0.07043478260869568,1.8389881422924903,0.98,0.34,-0.15,3.25,0.88,0.40285714285714286,0.22714285714285712,2.447142857142857
Mitchell Page,pagemi02,673,0.05000000000000014,1.3100000000000003,-5.5200000000000005,8.09,147,4.03,3.95,0,6.06,0.012035661218424996,0.3153343239227341,-1.328736998514116,1.9473699851411588,0.26,1.58,-1.28,2.27,0.3571428571428572,0.5128571428571429,-0.6057142857142858,1.2457142857142856
Mo Vaughn,vaughmo01,1512,5.57,10.16,-12.4,27.15,161,3.29,2.97,-0.18,5.61,0.5967857142857143,1.0885714285714285,-1.3285714285714285,2.908928571428571,1.35,1.545,-1.145,3.55,1.75,1.92,-0.8971428571428571,3.8742857142857146
Moises Alou,aloumo01,1942,15.94,17.8,-9.6,39.87,159,4.09,3.83,0.41,6.17,1.3297013388259524,1.4848609680741502,-0.80082389289392375,3.325921730175077,1.145,1.855,-0.8500000000000001,2.795,2.2128571428571426,2.4371428571428573,-0.7442857142857143,3.9514285714285715
Monte Cross,crossmo01,1684,-7.59,-3.5,7.41,16.94,154,1.68,1.39,1.36,3.53,-0.7301543942992874,-0.33669833729216153,0.7128384798099763,1.6296199524940618,-0.81,-0.25,0.835,1.115,0.5442857142857143,0.5114285714285715,0.8942857142857144,2.374285714285714
Monte Irvin,irvinmo01,764,10.28,6.3,1.2,21.29,151,4.35,3.8,0.68,6.87,2.1797905759162304,1.3358638743455498,0.2544502617801047,4.514371727748691,2.56,2,0.13,4.41,1.4957142857142858,0.9257142857142857,0.18142857142857144,3.0157142857142856
Mookie Betts,bettsmo01,644,25.72,15.47,9.33,35.160000000000004,158,8.89,6.69,2.86,10.86,6.469937888198758,3.891521739130435,2.3469875776397515,8.844596273291927,5.79,3.335,2.22,8.08,5.144,3.0940000000000003,1.866,7.032
Mookie Wilson,wilsomo01,1403,3.85,2.44,0.5,22.349999999999998,159,1.62,1.48,0.93,3.75,0.4445473984319316,0.2817391304347826,0.05773342836778332,2.580684248039914,0.08,0.37,0.21,2.28,0.8914285714285715,0.8785714285714286,-0.05142857142857143,2.644285714285714
Moose McCormick,mccormo01,429,-0.64,1.3499999999999999,-3.8000000000000003,3.9699999999999998,125,0.54,1.42,-0.14,2.15,-0.24167832167832165,0.5097902097902097,-1.434965034965035,1.4991608391608389,0.23500000000000001,0.845,-1.23,1.835,-0.128,0.26999999999999996,-0.76,0.794
Moose Solters,soltemo01,938,-5.59,-6.05,-2.56,6.84,152,1.32,1.21,0.53,3.6999999999999997,-0.9654371002132196,-1.0448827292110874,-0.4421321961620469,1.181321961620469,0.79,0.6500000000000001,-0.31,3,-0.2757142857142857,-0.38714285714285707,-0.2785714285714286,1.3542857142857143
Morgan Ensberg,ensbemo01,731,5.94,4.29,2.68,13.78,150,4.37,2.94,1.69,6.27,1.316388508891929,0.9507250341997264,0.5939261285909713,3.0538440492476058,2.7199999999999998,1.62,1.2850000000000001,4.125,1.0214285714285714,0.7142857142857143,0.4514285714285714,2.1
Morrie Arnovich,arnovmo01,590,-0.3400000000000001,-2.43,-0.55,7.47,139,1.99,1.24,0.14,3.94,-0.09335593220338985,-0.6672203389830509,-0.15101694915254238,2.0510847457627115,0.605,-0.05500000000000005,0.0050000000000000044,2.54,-0.048571428571428585,-0.34714285714285714,-0.07857142857142857,1.0671428571428572
Morrie Rath,rathmo01,565,1.9799999999999998,-2.0300000000000002,4.74,10.35,157,1.97,0.68,2.2,4,0.567716814159292,-0.5820530973451328,1.3590796460176993,2.9676106194690264,1.39,0.03,1.41,3.86,0.32999999999999996,-0.3383333333333333,0.79,1.725
Mox McQuery,mcquemo01,417,0.6900000000000001,1.81,-0.85,5.61,122,1.58,1.79,0.34,2.91,0.26805755395683456,0.7031654676258994,-0.3302158273381295,2.179424460431655,0.12,0.76,-0.54,1.675,0.138,0.362,-0.16999999999999998,1.122
Muddy Ruel,ruelmu01,1468,-1.2,-3.21,6.79,18.57,149,1.52,1.36,1.02,3.53,-0.13242506811989102,-0.3542370572207085,0.7493051771117166,2.0492779291553136,1.12,0.8699999999999999,0.63,2.935,0.5657142857142857,0.34428571428571425,0.6257142857142857,2.355714285714286
Mule Haas,haasmu01,1168,-4.87,-4.96,-2.23,12.45,146,0.95,0.71,0.3,2.9,-0.6754623287671233,-0.687945205479452,-0.30929794520547943,1.7267979452054794,-0.11999999999999997,-0.085,-0.135,2.145,-0.04142857142857144,-0.1757142857142857,-0.10571428571428572,1.8757142857142857
Myril Hoag,hoagmy01,1020,-14.49,-11.08,-6.0200000000000005,-3.5100000000000002,129,-0.29,0.26,-0.17,0.57,-2.3013529411764706,-1.759764705882353,-0.9561176470588235,-0.5574705882352942,-2.22,-1.25,-1.34,-0.61,-0.7371428571428571,-0.5271428571428571,-0.40714285714285714,0.06428571428571428
Nanny Fernandez,fernana01,408,-4.7299999999999995,-3.7,-0.77,0.73,145,-0.57,-0.43,-0.07,1.01,-1.8780882352941175,-1.4691176470588236,-0.30573529411764705,0.2898529411764706,-1.09,-0.91,-0.36,1.01,-1.1824999999999999,-0.925,-0.1925,0.1825
Nap Lajoie,lajoina01,2480,67.91,58.77,10.13,107.39999999999999,159,7.59,7.25,3.3,10.03,4.436056451612903,3.839008064516129,0.6617177419354839,7.015645161290322,5.43,3.04,0.15,7.64,6.292857142857143,5.018571428571429,1.3714285714285714,8.618571428571428
Nap Reyes,reyesna01,279,-0.6300000000000001,-0.65,-0.44000000000000006,2.54,122,0.31,0.11,0.44,1.78,-0.36580645161290326,-0.37741935483870964,-0.25548387096774194,1.4748387096774194,0.31,-0.08,0.44,1.78,-0.15750000000000003,-0.1625,-0.11000000000000001,0.635
Nate Colbert,colbena01,1004,1.4699999999999998,2.87,-7.39,14.24,156,3.38,2.93,0.01,5.4,0.23719123505976092,0.46308764940239044,-1.192410358565737,2.2976892430278886,0.88,1.19,-0.94,2.79,0.7871428571428571,0.8757142857142858,-0.8871428571428571,2.454285714285714
Nate McLouth,mclouna01,1045,-5.0600000000000005,0.9099999999999998,-6.28,6.44,152,1.71,2.85,0.81,3.4,-0.784421052631579,0.1410717703349282,-0.9735502392344498,0.998354066985646,0.28,1,-0.525,2.175,0.1357142857142857,0.5628571428571428,-0.43999999999999995,1.4557142857142857
Nate Schierholtz,schiena01,799,-2.44,-4.77,-0.12999999999999995,4.61,137,0.46,0.46,0.62,1.69,-0.49471839799749684,-0.9671339173967458,-0.026357947434292855,0.9346933667083855,-0.31,-0.83,0.21,0.45,-0.07142857142857142,-0.2542857142857143,-0.10714285714285714,0.76
Neal Ball,ballne01,502,-5.98,-2.17,-1.6,0.9799999999999999,132,-0.05,0.29,0.21,1.68,-1.929800796812749,-0.7002788844621514,-0.5163346613545817,0.3162549800796812,-1.78,0.29,-1.06,0.11,-0.8542857142857143,-0.31,-0.2285714285714286,0.13999999999999999
Ned Hanlon,hanlone01,1270,-0.7700000000000001,0.6100000000000001,-6.53,18.09,126,1.67,1.99,0.28,3.32,-0.0982204724409449,0.07781102362204725,-0.8329606299212599,2.3075433070866143,0.05499999999999999,0.135,-0.505,1.6600000000000001,0.5057142857142857,0.5485714285714286,-0.4714285714285714,2.02
Ned Harris,harrine01,262,-1.6600000000000001,-0.93,-1.75,1.03,121,-0.03,0.11,0,0.74,-1.026412213740458,-0.5750381679389313,-1.08206106870229,0.6368702290076336,-0.53,0.11,-1.12,0.74,-0.41500000000000004,-0.2325,-0.4375,0.2575
Ned Williamson,willine01,1201,18.400000000000002,11.459999999999999,12.99,36.1,132,4.73,3.36,1.95,6.3,2.4819317235636973,1.545811823480433,1.7521898417985013,4.869442131557037,1.22,1.4,0.72,2.99,2.5742857142857143,1.6142857142857143,1.47,4.128571428571428
Neifi Perez,perezne01,1403,-14.22,-20.26,13.040000000000001,2.6100000000000003,162,0.51,-0.22,2.69,2.35,-1.6419387027797578,-2.3393585174625806,1.5056878118317891,0.30136849607982896,-1,-2,1.315,0.6400000000000001,-0.3914285714285714,-1.4642857142857142,1.6471428571428572,1.062857142857143
Neil Walker,walkene01,1173,5.58,7.6899999999999995,0.3200000000000001,20.46,159,2.13,2.11,1.3,3.9,0.7706393861892583,1.0620460358056265,0.044194373401534544,2.8256777493606142,0.95,1.23,0.12,2.64,1.0971428571428572,1.2385714285714284,0.20857142857142857,2.8128571428571427
Nellie Fox,foxne01,2367,18.29,6.11,21.04,48.97,159,5.84,4.23,2.6,7.89,1.251787072243346,0.41817490494296583,1.44,3.3515589353612167,1.12,0.38,1.4,3.13,3.2328571428571427,1.9142857142857144,1.9157142857142857,5.2628571428571425
Nelson Cruz,cruzne02,1569,10.83,12.58,-10.66,33.410000000000004,159,2.85,3.71,0.27,5.11,1.1182026768642448,1.2988910133843212,-1.1006500956022944,3.449598470363289,1.375,1.17,-1.23,3.505,1.875714285714286,1.9057142857142857,-0.9871428571428571,3.9657142857142857
Nelson Liriano,liriane01,823,-4.89,-1.9700000000000002,-1.06,2.99,132,1.15,0.88,0.72,2.77,-0.9625516403402187,-0.3877764277035237,-0.20865127582017012,0.5885540704738761,1.15,0.88,0.72,2.77,-0.08857142857142859,-0.0014285714285714299,0.13,0.7557142857142858
Nelson Mathews,mathene01,306,-4.27,-4.51,0.02999999999999998,-0.7400000000000001,157,0.21,0.13,0.45,0.43,-2.2605882352941173,-2.3876470588235295,0.015882352941176462,-0.391764705882353,-2.02,-1.88,-0.14,-0.11,-0.7116666666666667,-0.7516666666666666,0.004999999999999997,-0.12333333333333335
Nemo Leibold,leibone01,1268,-8.06,-8.19,-4.39,10.67,125,0.69,0.42,0.6499999999999999,2.68,-1.0297476340694007,-1.0463564668769716,-0.5608675078864352,1.3632018927444796,-0.36,-0.52,-0.37,1.57,-0.07571428571428573,-0.2742857142857143,-0.24285714285714288,1.6171428571428572
Nick Ahmed,ahmedni01,455,0.72,-5.35,8.25,5.74,153,1.4,-0.47,2.94,3.2,0.25635164835164836,-1.9048351648351647,2.937362637362637,2.0436923076923077,1.1,-1.005,2.825,2.725,0.144,-1.07,1.65,1.1480000000000001
Nick Castellanos,casteni01,737,-6.1,3.1500000000000004,-8.7,4.2,157,0.63,2.41,-0.13,2.91,-1.3408412483039347,0.6924016282225238,-1.9123473541383986,0.923202170963365,-1.605,0.185,-2.16,0.585,-1.0166666666666666,0.525,-1.45,0.7000000000000001
Nick Esasky,esaskni01,810,-2.3000000000000003,-0.30000000000000004,-5.08,8.26,154,1.76,1.51,-0.28,3.9,-0.4600000000000001,-0.06000000000000001,-1.016,1.652,0.96,0.96,-0.52,2.59,0.009999999999999997,0.13714285714285715,-0.5542857142857143,1.3314285714285714
Nick Etten,ettenni01,937,4.81,8.370000000000001,-8.31,16.89,154,3.44,3.1,-0.04,5.4,0.8316115261472784,1.4471077908217718,-1.4367342582710778,2.9201494130202774,1.31,2.18,-1.53,3.54,0.8414285714285714,1.3,-1.1,2.4414285714285713
Nick Johnson,johnsni01,832,3.9800000000000004,4.890000000000001,-5.7,14.63,147,3.16,3.18,0,5.04,0.7749519230769232,0.9521394230769232,-1.1098557692307693,2.848629807692308,0.835,1.2000000000000002,-0.65,2.54,0.7471428571428572,0.8514285714285714,-0.7157142857142857,2.1228571428571428
Nick Markakis,markani01,2001,3.6499999999999995,2.96,-6.81,32.38,162,5.05,2.75,1.79,7.43,0.2955022488755622,0.239640179910045,-0.5513343328335832,2.621469265367317,0.07,0.18000000000000002,-0.615,2.385,1.1857142857142857,0.8842857142857143,-0.24857142857142855,3.5085714285714285
Nick Punto,puntoni01,1163,2.3200000000000003,-6.340000000000001,12.42,15.4,150,1.87,0.63,1.96,3.75,0.3231642304385211,-0.8831298366294068,1.730042992261393,2.1451418744625967,-1,-0.79,1.56,0.56,0.7414285714285714,-0.2757142857142857,1.342857142857143,1.9028571428571428
Nick Swisher,swishni01,1527,-0.27999999999999997,1.89,-8.7,22.01,157,2.06,1.88,-0.03,4.35,-0.029705304518664044,0.20051080550098233,-0.9229862475442043,2.3350491159135562,1.14,0.64,-0.7,3.5,1.0871428571428572,1.0571428571428572,-0.6085714285714285,3.3414285714285716
Nick Williams,willini01,223,-3.43,-0.22999999999999993,-3.99,-0.9,140,-0.96,0.34,-1.58,0.13,-2.491748878923767,-0.16708520179372194,-2.898565022421525,-0.6538116591928251,-2.47,-0.57,-2.41,-1.03,-1.715,-0.11499999999999996,-1.995,-0.45
Nig Clarke,clarkni01,506,2.36,3.57,2.06,8.91,120,2.42,2.05,0.77,3.22,0.7555731225296443,1.1429644268774704,0.6595256916996047,2.8526086956521737,1.61,1.92,0.53,3.22,0.5214285714285715,0.6585714285714286,0.26142857142857145,1.2942857142857143
Nippy Jones,jonesni01,412,-7.29,-6.2299999999999995,-2.39,-1.47,132,0.06,0.05,0.27,0.38,-2.8664563106796113,-2.449660194174757,-0.939757281553398,-0.5780097087378641,-2.81,-2.13,-1.23,-0.7,-0.7585714285714286,-0.6057142857142856,-0.3057142857142857,-0.09999999999999999
Nolan Arenado,arenano01,876,21.6,10.09,13.31,33.12,160,5.12,3.13,3.62,7.2,3.9945205479452057,1.865958904109589,2.4614383561643836,6.124931506849315,3.72,2.44,2.32,5.82,3.6,1.6816666666666666,2.2183333333333333,5.52
Nomar Garciaparra,garcino01,1434,24.240000000000002,22.92,6.53,44.239999999999995,156,5.33,5.18,2.49,7.42,2.7384100418410044,2.5892887029288705,0.7376987447698745,4.997824267782427,4.345000000000001,3.225,1.54,6.595,4.012857142857143,3.335714285714286,1.3557142857142856,6.1499999999999995
Nomar Mazara,mazarno01,421,-4.65,-3.2199999999999998,-3.11,1.31,148,-1.07,-0.77,-0.82,0.77,-1.789311163895487,-1.2390498812351542,-1.1967220902612825,0.5040855106888361,-1.51,-1.01,-1.07,0.47,-1.55,-1.0733333333333333,-1.0366666666666666,0.43666666666666665
Nook Logan,loganno01,321,-0.15999999999999998,-2.17,2.61,2.9899999999999998,129,0.46,-0.01,1.77,1.74,-0.08074766355140187,-1.0951401869158879,1.317196261682243,1.5089719626168223,0.46,-1.05,1.77,1.74,-0.039999999999999994,-0.5425,0.6525,0.7474999999999999
Nori Aoki,aokino01,758,0.4999999999999998,0.2799999999999999,-2.61,10.4,155,1.4,0.95,0.39,3.19,0.10686015831134558,0.05984168865435354,-0.5578100263852243,2.2226912928759894,0.82,-0.08,-0.11,2.9,0.0833333333333333,0.046666666666666655,-0.435,1.7333333333333334
Norm Cash,cashno01,2089,25.9,23.93,-9.15,52.04,160,7.12,6.48,0.35,9.16,2.0085208233604592,1.8557491622786022,-0.709573958831977,4.035653422690283,1.54,1.495,-0.53,3.4850000000000003,2.9085714285714284,2.3585714285714285,-0.28,4.812857142857143
Norm Larker,larkeno01,667,-3.09,-3.57,-2.4299999999999997,5.470000000000001,147,0.8,0.27,-0.009999999999999995,2.7,-0.7504947526236881,-0.8670764617691153,-0.5901949025487255,1.3285457271364318,-0.21999999999999997,-0.19,-0.7749999999999999,1.855,-0.515,-0.595,-0.40499999999999997,0.9116666666666667
Norm McMillan,mcmilno01,413,-6.32,-5.05,-0.12000000000000008,-1.1600000000000001,131,-0.41,-0.5,0.41,0.12,-2.4790314769975788,-1.980871670702179,-0.04707021791767557,-0.45501210653753027,-2.115,-1.625,-0.04500000000000001,-0.34500000000000003,-1.264,-1.01,-0.024000000000000014,-0.232
Norm Siebern,siebeno01,1406,4.6899999999999995,5.36,-7.38,20.99,162,3.34,3.12,0.62,5.49,0.540384068278805,0.6175817923186344,-0.8503271692745377,2.418477951635846,0.47,1.005,-1.0550000000000002,2.37,1.15,1.1442857142857144,-0.7528571428571429,2.9371428571428573
Norm Zauchin,zauchno01,346,-2.4,-3.42,-0.5,1.33,130,0.23,-0.25,0.46,1.97,-1.1236994219653178,-1.6012716763005779,-0.23410404624277456,0.6227167630057804,0.23,-0.87,0.46,1.97,-0.4,-0.57,-0.08333333333333333,0.22166666666666665
Nyjer Morgan,morgany01,598,0.10000000000000049,-1.22,1.34,6.79,136,1.62,1.14,0.89,2.95,0.027090301003344613,-0.3305016722408027,0.3630100334448161,1.8394314381270904,-1.14,-1.46,0.38,-0.16,0.014285714285714356,-0.1742857142857143,0.19142857142857142,0.97
Oddibe McDowell,mcdowod01,830,0.46000000000000013,0.9200000000000002,0.14000000000000004,10.65,154,1.04,0.63,0.65,3.08,0.08978313253012052,0.179566265060241,0.027325301204819286,2.0786746987951807,0.12000000000000001,0.56,0.22999999999999998,1.6549999999999998,0.06571428571428574,0.13142857142857145,0.020000000000000007,1.5214285714285714
Odell Hale,haleod01,1062,1.44,1.75,2.59,15.7,154,2.23,1.45,1.17,4.5,0.21966101694915255,0.2669491525423729,0.39508474576271185,2.3949152542372882,1.03,0.83,0.71,3.25,0.42142857142857143,0.36714285714285716,0.4371428571428571,2.3042857142857143
Odubel Herrera,herreod01,592,3.25,2.5100000000000002,1.9600000000000002,10.719999999999999,159,2.31,1.56,1.36,4.21,0.8893581081081081,0.6868581081081082,0.5363513513513515,2.9335135135135135,1.34,0.7,0.805,3.165,0.8125,0.6275000000000001,0.49000000000000005,2.6799999999999997
Ollie Beard,beardol01,331,4.07,1.01,4.79,8.01,141,2.5,1.01,2.41,4.39,1.9919637462235649,0.49432024169184285,2.344350453172205,3.920302114803625,2.13,0.565,2.3150000000000004,3.745,1.3566666666666667,0.33666666666666667,1.5966666666666667,2.67
Ollie Brown,brownol02,1221,-3.46,-4.21,-4.76,10.4,151,1.06,0.56,0.48,2.99,-0.45906633906633904,-0.5585749385749386,-0.6315479115479115,1.3798525798525798,0.23,0.14,-0.5800000000000001,2.15,0.21142857142857144,0.017142857142857154,-0.3985714285714286,1.7128571428571429
Ollie O'Mara,o'marol01,412,-6.12,-3.65,0.31999999999999995,-0.85,149,0.13,0.19,0.83,1.01,-2.406407766990291,-1.4351941747572814,0.12582524271844658,-0.33422330097087377,-2.19,-1.355,0.07999999999999996,-0.365,-1.02,-0.6083333333333334,0.05333333333333332,-0.14166666666666666
Ollie Pickering,pickeol01,886,-5.1499999999999995,-4.28,-4.33,8.59,151,1.37,0.91,-0.01,3.49,-0.9416478555304739,-0.7825733634311512,-0.7917155756207674,1.570632054176072,-0.44,-0.035,-0.685,1.9,-0.3914285714285714,-0.31714285714285717,-0.5128571428571429,1.272857142857143
Omar Infante,infanom01,1507,-2.0100000000000002,-4.37,6.63,17.02,149,1.56,1.33,1.17,3.09,-0.2160716655607167,-0.46976775049767755,0.71271400132714,1.8296217650962179,0.25,-0.09999999999999998,0.73,2.2,0.7357142857142857,0.37,0.6542857142857142,2.2914285714285714
Omar Moreno,morenom01,1382,-7.84,-11.06,2.7,9.57,162,0.89,0.59,1.5,2.91,-0.9190159189580318,-1.2964688856729378,0.3164978292329957,1.121808972503618,-0.275,-1.54,0.79,1.52,-0.001428571428571426,-0.6971428571428572,0.6685714285714286,1.7242857142857142
Omar Vizquel,vizquom01,2968,5.3,-7.36,29.45,45.57,158,3.83,2.6,2.49,6.04,0.28928571428571426,-0.4017250673854448,1.6074460916442048,2.487311320754717,0.595,0.28500000000000003,1.275,2.875,1.6428571428571428,1.1028571428571428,1.4414285714285713,3.8214285714285716
Onix Concepcion,conceon01,390,-3.59,-3.5999999999999996,2.17,-2.42861286636753e-17,131,1.25,0.05,1.91,2.25,-1.4912307692307691,-1.4953846153846153,0.9013846153846153,-1.0088084214142047e-17,-1.89,-2.01,0.89,-0.79,-0.5128571428571428,-0.5142857142857142,0.31,-3.469446951953614e-18
Orestes Destrade,destror01,237,-4.55,-3.6199999999999997,-2.15,-1.9,153,-0.17,-0.16,0.04,-0.09,-3.1101265822784807,-2.474430379746835,-1.4696202531645568,-1.2987341772151897,-3.11,-2.26,-1.79,-1.19,-1.1375,-0.9049999999999999,-0.5375,-0.475
Oris Hockett,hockeor01,551,-1.8399999999999999,-1.5299999999999998,-1.8599999999999999,4.9,148,0.14,0.37,0,1.77,-0.5409800362976406,-0.44983666061705985,-0.5468602540834845,1.4406533575317606,0.01,-0.24,-0.29,1.57,-0.26285714285714284,-0.21857142857142856,-0.2657142857142857,0.7000000000000001
Orlando Arcia,arciaor01,327,-1.37,-2.11,2.25,2.21,153,0.78,0.18,1.31,2.5,-0.6787155963302752,-1.045321100917431,1.1146788990825687,1.0948623853211008,0.78,0.18,1.31,2.5,-0.45666666666666667,-0.7033333333333334,0.75,0.7366666666666667
Orlando Cabrera,cabreor01,1985,-5.23,-5.06,10.27,21.35,162,1.84,1.35,2.1,4.19,-0.426831234256927,-0.4129571788413098,0.8381561712846347,1.7424181360201512,-0.135,-0.32,1.125,1.885,0.6728571428571428,0.3642857142857143,1.1657142857142857,2.8542857142857145
Orlando Cepeda,cepedor01,2124,18.18,18.31,-13.75,50.22,162,4.47,4.18,0.44,6.79,1.3866101694915254,1.3965254237288136,-1.048728813559322,3.8303389830508476,1.33,1.31,-0.97,3.8,2.5742857142857143,2.7485714285714287,-1.1171428571428572,4.938571428571429
Orlando Hudson,hudsoor01,1345,13.26,3.63,13.18,30.900000000000002,157,3.22,1.56,2.91,5.15,1.597115241635688,0.43721933085501863,1.587479553903346,3.721784386617101,2.14,0.72,2,4.09,2.0185714285714287,0.5628571428571428,1.8399999999999999,3.902857142857143
Orlando Merced,merceor01,1391,2.01,-1.9000000000000001,-1.87,16.17,137,1.94,1.57,0.79,3.59,0.23409058231488136,-0.22127965492451476,-0.21778576563623295,1.8832063263838967,0.96,0.05,-0.1,2.52,1.052857142857143,0.4228571428571429,0.12571428571428572,2.3842857142857143
Orlando Miller,milleor01,297,-1.55,-0.96,0.91,1.6099999999999999,139,0.31,0.23,0.46,0.48,-0.8454545454545455,-0.5236363636363637,0.4963636363636364,0.8781818181818182,-1.04,-0.63,0.37,0.48,-0.3875,-0.24,0.2275,0.40249999999999997
Orlando Palmeiro,palmeor01,1206,-6.46,-6.48,-2.7600000000000002,2.5100000000000002,141,1.07,0.37,0.31,2.1,-0.8677611940298507,-0.8704477611940299,-0.37074626865671645,0.33716417910447766,-1.62,-1.29,-0.77,-0.51,-0.005714285714285706,-0.08571428571428572,-0.1442857142857143,0.73
Oscar Gamble,gamblos01,1584,5.55,9.67,-12.41,22.93,137,3,2.77,0.23,4.1,0.5676136363636363,0.9889772727272726,-1.2692045454545453,2.345113636363636,0.85,1.15,-1.2,2.44,1.5471428571428572,1.6357142857142857,-0.78,2.87
Oscar Grimes,grimeos01,602,-0.9499999999999998,0.87,-1.22,5.88,142,1.76,1.45,0.39,3.59,-0.2556478405315614,0.23411960132890364,-0.32830564784053157,1.5823255813953487,1.76,1.3,0.39,3.59,0.15857142857142859,0.24428571428571427,-0.06999999999999999,0.9771428571428571
Oscar Stanage,stanaos01,1096,-9.19,-8.33,6.19,6.01,141,0.57,0.39,0.89,1.66,-1.358375912408759,-1.2312591240875912,0.9149452554744526,0.8883394160583942,-1.25,-1.24,0.67,0.84,-0.2742857142857143,-0.31,0.5957142857142858,0.9414285714285714
Ossee Schrecongost,schreos01,895,0.98,1.11,5.08,13.17,123,1.07,0.8,1.28,2.62,0.17738547486033518,0.20091620111731845,0.9195083798882682,2.3838435754189944,0.9,0.43,1.28,2.62,0.48857142857142855,0.5228571428571428,0.5385714285714286,1.8871428571428572
Ossie Bluege,bluegos01,1867,1.0899999999999996,-5.8,12.44,28.310000000000002,152,2.01,0.87,1.81,4.23,0.09457953936796998,-0.5032672737011248,1.079421531869309,2.456464916979111,0.27,-0.22,1.04,2.51,0.6057142857142856,-0.07714285714285715,1.08,2.815714285714286
Ossie Vitt,vittos01,1065,-1.69,-5.74,7.359999999999999,15.37,153,1.98,0.86,2.55,4.51,-0.25707042253521123,-0.8731267605633802,1.1195492957746478,2.337971830985915,0.28,-0.38,1.585,2.685,0.23857142857142857,-0.4557142857142857,1.08,2.1028571428571428
Otis Nixon,nixonot01,1709,-1.9300000000000002,-2.43,1.1300000000000001,16.63,145,1.58,0.6,1.6,3.17,-0.18294909303686369,-0.2303452311293154,0.10711527208894091,1.5763955529549443,-0.1,0.15,0,1.3599999999999999,0.5585714285714286,0.11142857142857142,0.5171428571428571,2.0842857142857145
Otto Knabe,knabeot01,1278,-5.38,-7.38,2.39,9.64,151,1.26,0.9,1.16,3.12,-0.6819718309859154,-0.9354929577464788,0.30295774647887325,1.2219718309859156,-0.5,-1,0.44,1.39,-0.2614285714285714,-0.68,0.4685714285714286,1.5614285714285714
Otto Krueger,kruegot01,507,-1.1800000000000002,0.8999999999999999,-0.19000000000000003,5.63,142,0.87,1.52,0.43,3.02,-0.37704142011834324,0.28757396449704137,-0.06071005917159764,1.7989349112426034,0.31,1.115,-0.095,2.325,-0.1685714285714286,0.12857142857142856,-0.027142857142857146,0.8042857142857143
Otto Velez,velezot01,637,2.59,2.43,-3.47,9.87,120,1.77,1.75,0.18,2.86,0.6586813186813186,0.6179905808477237,-0.882480376766091,2.5101098901098897,0.31,0.7,-0.91,1.79,0.55,0.49,-0.39571428571428574,1.5
